idx,src,dst,time,label,ext_roll
195,640,1112,0.6155093,5,0
196,640,1125,0.61591434,5,0
197,640,1261,0.61618054,5,0
198,640,1147,0.6164815,5,0
199,640,1034,0.61675924,4,0
200,640,1028,0.6175347,5,0
201,640,1013,0.6175347,4,0
202,640,947,0.6175347,4,0
203,640,1884,0.61788195,5,0
204,640,1523,0.6178935,5,0
205,640,1152,0.61856484,5,0
206,640,1132,0.6188773,5,0
207,640,1636,0.61917824,5,0
208,640,1039,0.6195602,5,0
209,640,1144,0.6195602,4,0
210,640,1606,0.6195602,5,0
211,640,1157,0.6199537,5,0
212,640,1300,0.6199537,5,0
213,640,996,0.6199537,4,0
214,640,1182,0.6199537,5,0
215,640,2016,0.6202431,5,0
216,640,1371,0.6202431,5,0
217,640,985,0.62077546,5,0
218,640,1009,0.62077546,4,0
219,640,1145,0.6210185,5,0
220,640,1174,0.6216898,5,0
221,640,1011,0.6223264,4,0
222,640,1483,0.6223264,3,0
223,640,965,0.6223264,4,0
224,640,1176,0.6223264,4,0
225,640,1104,0.6223264,4,0
226,640,1138,0.62274307,4,0
227,640,1022,0.62274307,5,0
228,640,1035,0.62274307,4,0
229,640,1627,0.62335646,4,0
230,640,945,0.62335646,4,0
231,640,1509,0.6233681,4,0
232,640,1169,0.6233681,5,0
233,640,1511,0.6233681,4,0
234,640,1328,0.6233681,5,0
235,640,1663,0.6238657,3,0
236,640,981,0.6238657,4,0
237,640,1521,0.6238657,3,0
238,640,1005,0.6238657,3,0
239,640,1704,0.6238773,5,0
240,640,976,0.62483793,3,0
241,640,1493,0.6251389,4,0
242,640,1745,0.6255324,3,0
243,640,1316,0.6255324,3,0
244,640,1334,0.6255324,3,0
245,119,1195,0.6495602,3,0
246,119,1768,0.6498843,3,0
247,594,1235,0.64993054,3,0
248,594,1262,0.64993054,3,0
249,594,1188,0.65045136,3,0
250,594,1931,0.65086806,2,0
251,119,1920,0.6511458,3,0
252,119,2202,0.6514583,3,0
253,594,1043,0.65155095,4,0
254,594,962,0.65155095,3,0
255,119,1197,0.6519329,2,0
256,119,2187,0.6519329,3,0
257,594,1458,0.65208334,5,0
258,119,1538,0.6522801,3,0
259,119,1929,0.65229166,3,0
260,594,1070,0.6523843,4,0
261,594,1124,0.6523843,3,0
262,594,1069,0.65350693,3,0
263,594,957,0.65350693,4,0
264,119,954,0.6537963,5,0
265,119,2204,0.6537963,4,0
266,119,1435,0.6537963,5,0
267,119,2096,0.6537963,5,0
268,119,999,0.6537963,4,0
269,594,1164,0.65390044,4,0
270,119,1039,0.65447915,5,0
271,119,1156,0.65447915,5,0
272,119,1137,0.65447915,5,0
273,119,1125,0.6550116,4,0
274,119,1117,0.6550116,4,0
275,119,1111,0.6555671,5,0
276,119,1032,0.65557873,4,0
277,119,1025,0.65557873,2,0
278,119,1454,0.65621525,5,0
279,119,1153,0.65621525,5,0
280,119,1007,0.6568287,4,0
281,119,1429,0.65783566,4,0
282,119,2203,0.65783566,5,0
283,119,1598,0.6587731,5,0
284,119,965,0.65958333,4,0
285,119,1131,0.6600926,4,0
286,119,1325,0.6600926,5,0
287,119,974,0.66052085,5,0
288,119,2044,0.66052085,5,0
289,119,1030,0.66109955,5,0
290,119,1013,0.66109955,3,0
291,119,1136,0.66159725,4,0
292,119,955,0.6620949,3,0
293,119,1511,0.6620949,4,0
294,119,1067,0.6630093,4,0
295,119,1328,0.6630093,5,0
296,119,1142,0.6630093,5,0
297,119,1097,0.66333336,5,0
298,119,971,0.66333336,5,0
299,119,1029,0.66386575,4,0
300,119,1640,0.66386575,5,0
301,119,966,0.6642361,3,0
302,119,1601,0.66454864,5,0
303,119,1392,0.6652778,5,0
304,119,1659,0.6652778,5,0
305,119,1115,0.66528934,4,0
306,119,1075,0.6657176,5,0
307,594,993,0.67486113,3,0
308,594,958,0.67525464,4,0
309,594,1165,0.67525464,4,0
310,594,1687,0.67810184,3,0
311,594,1219,0.6800926,3,0
312,594,1180,0.6873264,3,0
313,23,1266,0.68930554,2,0
314,23,1656,0.6901273,4,0
315,23,1124,0.6901273,4,0
316,23,1193,0.6901389,4,0
317,23,950,0.6906829,4,0
318,23,957,0.69131947,4,0
319,23,993,0.69131947,4,0
320,23,1862,0.69131947,5,0
321,23,1067,0.69131947,5,0
322,23,962,0.69162035,4,0
323,23,1059,0.69162035,5,0
324,23,1052,0.69162035,3,0
325,23,956,0.69197917,4,0
326,23,1351,0.6924537,5,0
327,23,1043,0.6926736,5,0
328,23,1226,0.69288194,4,0
329,23,944,0.6933449,5,0
330,23,1348,0.6936111,4,0
331,23,1167,0.6936111,5,0
332,23,1489,0.69395834,3,0
333,23,1094,0.69395834,3,0
334,23,1178,0.6944676,1,0
335,23,1415,0.69747686,2,0
336,23,1540,0.6980787,3,0
337,23,1145,0.69971067,3,0
338,23,1904,0.69971067,5,0
339,23,1461,0.7000463,5,0
340,23,999,0.7004977,4,0
341,23,1300,0.7004977,3,0
342,23,1376,0.7004977,5,0
343,23,1113,0.7018287,4,0
344,23,1465,0.70297456,4,0
345,23,1546,0.7029861,4,0
346,23,951,0.70328707,4,0
347,23,1218,0.70328707,5,0
348,23,1002,0.7038889,4,0
349,23,1357,0.7038889,3,0
350,23,1648,0.7038889,4,0
351,23,1118,0.7038889,5,0
352,23,1181,0.7038889,5,0
353,23,1039,0.7041782,4,0
354,23,1097,0.70418984,3,0
355,23,1032,0.70453703,5,0
356,23,1171,0.70453703,4,0
357,23,998,0.70502317,4,0
358,23,1447,0.70502317,4,0
359,23,1177,0.70502317,2,0
360,23,1117,0.70534724,4,0
361,23,1156,0.70561343,3,0
362,23,1157,0.7059144,3,0
363,23,1422,0.7062268,5,0
364,23,1126,0.7062268,3,0
365,23,1075,0.7065509,4,0
366,23,1128,0.7065509,4,0
367,23,1114,0.70716435,5,0
368,23,975,0.70716435,3,0
369,23,1173,0.70716435,4,0
370,23,1949,0.70716435,3,0
371,23,1585,0.70755786,3,0
372,23,1119,0.70755786,3,0
373,23,1406,0.70755786,4,0
374,23,1455,0.70755786,5,0
375,23,1152,0.70755786,5,0
376,23,1653,0.7080903,4,0
377,23,1115,0.7080903,4,0
378,23,1595,0.7085185,4,0
379,23,1026,0.7085185,4,0
380,23,1087,0.7085185,3,0
381,23,1470,0.7085185,4,0
382,23,1045,0.7088773,3,0
383,23,1310,0.7088773,4,0
384,23,1022,0.7088773,4,0
385,23,1132,0.7092014,5,0
386,23,1041,0.70956016,5,0
387,23,1137,0.70956016,4,0
388,23,1361,0.7098032,4,0
389,23,1086,0.7101389,3,0
390,23,1572,0.71050924,4,0
391,23,1077,0.71050924,4,0
392,23,1042,0.71050924,4,0
393,23,1330,0.71050924,3,0
394,23,1147,0.71078706,3,0
395,23,1076,0.7119213,4,0
396,23,1038,0.7119213,4,0
397,23,1088,0.7121991,3,0
398,276,1201,0.7132755,5,0
399,276,1243,0.71328706,4,0
400,276,1271,0.7136111,4,0
401,276,1237,0.7136111,4,0
402,276,1231,0.713912,4,0
403,276,1266,0.713912,3,0
404,276,1265,0.713912,3,0
405,276,1301,0.7142245,3,0
406,276,1267,0.7142245,4,0
407,276,1621,0.7142245,3,0
408,276,1268,0.7142245,3,0
409,23,1096,0.71444446,4,0
410,276,1203,0.714456,3,0
411,913,947,0.7146991,4,0
412,23,1328,0.7147222,4,0
413,276,1862,0.7147801,4,0
414,276,1451,0.7147801,5,0
415,276,1241,0.7147801,5,0
416,276,1351,0.7147801,5,0
417,23,1366,0.71502316,3,0
418,276,1124,0.71502316,5,0
419,23,1154,0.7153009,4,0
420,23,1013,0.7153125,2,0
421,276,950,0.7153588,5,0
422,276,1216,0.7153588,4,0
423,276,1571,0.71560186,4,0
424,276,1070,0.71594906,5,0
425,276,1094,0.71594906,5,0
426,276,1060,0.71594906,4,0
427,276,1489,0.71594906,3,0
428,276,944,0.71594906,5,0
429,276,1219,0.7163773,4,0
430,276,1227,0.7163773,4,0
431,276,1490,0.7163773,4,0
432,276,1043,0.7163773,5,0
433,276,1534,0.7166898,3,0
434,276,1192,0.7166898,4,0
435,276,1639,0.7166898,2,0
436,276,1066,0.71697915,4,0
437,276,1200,0.71697915,4,0
438,276,1414,0.71697915,4,0
439,594,1300,0.7170602,4,0
440,594,1463,0.7170602,4,0
441,276,1090,0.71731484,4,0
442,276,1189,0.71731484,4,0
443,276,1052,0.71731484,4,0
444,276,1236,0.71731484,4,0
445,276,1353,0.71731484,4,0
446,276,968,0.71731484,4,0
447,594,1426,0.71741897,3,0
448,276,1183,0.7176273,4,0
449,276,1959,0.7176273,3,0
450,276,1398,0.7176273,4,0
451,276,1178,0.71787035,4,0
452,23,1146,0.71800923,4,0
453,276,1418,0.718125,5,0
454,276,1180,0.718125,5,0
455,276,1685,0.718125,4,0
456,23,1454,0.71828705,5,0
457,23,1364,0.71828705,5,0
458,276,1953,0.71844906,3,0
459,276,1628,0.71844906,4,0
460,276,1193,0.71844906,4,0
461,23,971,0.71855325,3,0
462,276,1788,0.71871525,4,0
463,276,1354,0.71871525,4,0
464,276,1766,0.71871525,3,0
465,276,1349,0.71899307,2,0
466,276,1416,0.71899307,4,0
467,276,1168,0.71925926,3,0
468,276,1401,0.71925926,4,0
469,276,1233,0.71925926,4,0
470,276,1068,0.7195139,4,0
471,276,2072,0.7195139,4,0
472,23,1005,0.7195602,3,0
473,276,1783,0.71975696,3,0
474,276,1064,0.71975696,4,0
475,23,1690,0.7198264,3,0
476,276,1091,0.72006947,3,0
477,276,1051,0.72006947,3,0
478,276,946,0.72006947,3,0
479,276,1093,0.72006947,4,0
480,23,1139,0.7200926,2,0
481,276,1917,0.7203125,2,0
482,23,1105,0.72037035,3,0
483,276,1061,0.7205324,3,0
484,23,1471,0.72064817,4,0
485,23,1138,0.72086805,4,0
486,276,1195,0.7210185,3,0
487,276,1768,0.7210185,3,0
488,23,1016,0.72113425,3,0
489,23,1104,0.7211458,2,0
490,276,1348,0.7214583,3,0
491,276,1971,0.7214583,3,0
492,23,1098,0.72163194,3,0
493,276,1936,0.7217014,3,0
494,276,1224,0.7217014,3,0
495,23,1392,0.7219097,2,0
496,276,1920,0.72199076,2,0
497,276,2188,0.7220023,3,0
498,276,1415,0.72221065,3,0
499,23,1158,0.72229165,2,0
500,23,1469,0.72229165,3,0
501,23,1160,0.7226157,2,0
502,276,1540,0.72268516,3,0
503,276,1956,0.72268516,3,0
504,276,1065,0.72268516,3,0
505,23,1172,0.7228241,3,0
506,276,1063,0.7229398,2,0
507,276,1873,0.7229398,2,0
508,276,964,0.72320604,3,0
509,276,1538,0.72320604,2,0
510,23,1159,0.7233102,4,0
511,23,1362,0.7233102,3,0
512,276,1706,0.7234259,3,0
513,276,1399,0.7236921,2,0
514,23,1394,0.72391206,2,0
515,23,1799,0.7242824,4,0
516,276,2022,0.7244213,2,0
517,23,1459,0.7247685,4,0
518,23,1598,0.7247685,3,0
519,23,1324,0.725,4,0
520,276,1949,0.7250347,3,0
521,276,1135,0.7250347,5,0
522,276,1157,0.7250347,5,0
523,276,1123,0.7250347,5,0
524,23,1033,0.72523147,2,0
525,276,1118,0.7253009,5,0
526,532,1704,0.7254282,4,0
527,276,1525,0.7256597,3,0
528,276,990,0.7256597,4,0
529,276,955,0.7256597,5,0
530,276,970,0.7256597,3,0
531,23,1031,0.7256944,3,0
532,276,1412,0.72605324,4,0
533,276,1007,0.72605324,5,0
534,276,1103,0.72605324,4,0
535,276,971,0.72605324,4,0
536,276,1078,0.72605324,5,0
537,23,1025,0.7261458,3,0
538,276,966,0.7263542,5,0
539,276,1749,0.7263542,4,0
540,276,1008,0.7263542,4,0
541,276,1261,0.7266898,5,0
542,276,965,0.7266898,5,0
543,276,1466,0.7266898,4,0
544,276,954,0.7267014,5,0
545,276,1300,0.727037,5,0
546,276,1404,0.727037,4,0
547,276,1501,0.727037,4,0
548,276,1000,0.727037,3,0
549,276,1330,0.727037,3,0
550,276,1140,0.72730327,5,0
551,276,1040,0.72730327,3,0
552,276,1125,0.72730327,5,0
553,23,1116,0.727743,5,0
554,23,1948,0.7284375,3,0
555,23,1170,0.72949076,3,0
556,23,1323,0.7299074,5,0
557,23,1347,0.7309028,4,0
558,23,1682,0.73091435,2,0
559,23,1605,0.73304397,3,0
560,23,1162,0.7346875,1,0
561,23,1492,0.7358796,3,0
562,23,1947,0.73620373,3,0
563,23,1723,0.7370139,1,0
564,23,1622,0.73765045,3,0
565,532,1170,0.73907405,4,0
566,532,1086,0.7412616,4,0
567,851,1691,0.7418287,3,0
568,532,2164,0.74359953,5,0
569,23,1329,0.7441088,4,0
570,851,1990,0.7441551,3,0
571,851,1952,0.74506944,2,0
572,851,1867,0.7453588,4,0
573,532,2142,0.7458912,3,0
574,23,1370,0.7473264,5,0
575,23,1473,0.7473264,4,0
576,23,1014,0.7475579,3,0
577,532,981,0.7479398,3,0
578,532,1394,0.7495833,4,0
579,532,1738,0.7503241,2,0
580,532,2171,0.75224537,3,0
581,532,1048,0.75224537,3,0
582,532,2150,0.7607523,2,0
583,532,1774,0.7629514,2,0
584,532,1989,0.7629514,4,0
585,276,1100,0.76461804,5,0
586,276,1166,0.76461804,5,0
587,276,2084,0.76461804,3,0
588,276,1474,0.7649421,4,0
589,532,1497,0.76508105,4,0
590,276,1715,0.7652315,4,0
591,276,1013,0.7652315,4,0
592,276,1882,0.7655671,3,0
593,276,1413,0.7655671,3,0
594,276,2137,0.7657986,3,0
595,276,1636,0.7661227,4,0
596,276,1675,0.7661227,4,0
597,276,1590,0.7661227,4,0
598,276,1366,0.7663889,5,0
599,532,2280,0.7664352,3,0
600,276,1136,0.76668984,4,0
601,276,1372,0.7669213,5,0
602,276,982,0.7671875,3,0
603,276,1012,0.7671991,4,0
604,276,1335,0.7671991,3,0
605,532,2131,0.7672222,4,0
606,276,997,0.76753473,3,0
607,276,994,0.76753473,3,0
608,276,2163,0.7678009,4,0
609,276,1368,0.7684144,4,0
610,276,1029,0.7684144,3,0
611,276,1024,0.7684144,4,0
612,276,1299,0.7684144,3,0
613,276,2210,0.76842594,4,0
614,276,1122,0.76842594,5,0
615,276,1130,0.76842594,5,0
616,276,1469,0.768669,4,0
617,276,989,0.76892364,3,0
618,276,1158,0.76892364,4,0
619,276,1001,0.7692014,4,0
620,276,1512,0.7692014,4,0
621,276,1234,0.7692014,3,0
622,532,1714,0.7692361,3,0
623,276,1601,0.7694907,4,0
624,276,1658,0.7694907,3,0
625,276,1182,0.7694907,4,0
626,276,1492,0.7694907,3,0
627,276,1678,0.7697222,4,0
628,276,1325,0.76997685,4,0
629,276,1260,0.7702199,4,0
630,276,1598,0.7706829,4,0
631,276,1640,0.77090275,2,0
632,276,1308,0.771169,3,0
633,276,1318,0.771169,1,0
634,276,1323,0.77167827,3,0
635,276,986,0.77167827,1,0
636,276,2425,0.77167827,4,0
637,276,1345,0.771956,3,0
638,276,2156,0.771956,1,0
639,532,2371,0.77210647,4,0
640,276,1526,0.7723843,3,0
641,276,1663,0.77261573,2,0
642,276,1746,0.7728819,2,0
643,276,2175,0.77289355,3,0
644,532,2369,0.77310187,3,0
645,276,1019,0.77310187,4,0
646,276,2078,0.77334493,4,0
647,276,951,0.774456,4,0
648,276,947,0.774456,4,0
649,276,1111,0.774456,5,0
650,276,1732,0.774456,3,0
651,276,999,0.774456,5,0
652,276,985,0.774456,4,0
653,276,1096,0.7749653,4,0
654,276,1147,0.7749653,5,0
655,276,1152,0.7749653,4,0
656,276,1310,0.7749653,3,0
657,532,1664,0.7750116,4,0
658,276,1729,0.7752778,3,0
659,276,1902,0.77528936,4,0
660,276,1097,0.7758912,4,0
661,532,1872,0.7763426,3,0
662,532,1677,0.7763426,3,0
663,276,1507,0.7765625,3,0
664,276,1016,0.7765625,3,0
665,276,1797,0.7765741,4,0
666,276,1689,0.7765741,4,0
667,276,2061,0.77685183,4,0
668,532,1535,0.77708334,3,0
669,276,1371,0.77731484,4,0
670,276,983,0.7773264,3,0
671,276,1664,0.7773264,3,0
672,276,1028,0.7773264,3,0
673,276,1145,0.7773264,4,0
674,276,960,0.7775926,4,0
675,276,2083,0.7775926,2,0
676,276,1739,0.7780324,1,0
677,276,1101,0.7780324,3,0
678,276,1376,0.7783565,4,0
679,276,1217,0.7783565,3,0
680,276,1635,0.7783565,4,0
681,276,1031,0.7783565,3,0
682,276,1015,0.7783565,4,0
683,532,1307,0.7785417,3,0
684,532,1488,0.7785417,2,0
685,276,1116,0.77873844,5,0
686,276,1009,0.77873844,3,0
687,276,1010,0.77873844,3,0
688,276,976,0.77902776,4,0
689,276,1652,0.77902776,4,0
690,276,1129,0.77902776,5,0
691,532,1354,0.77917826,3,0
692,276,2161,0.7792824,4,0
693,276,1175,0.7799074,3,0
694,276,1336,0.7799074,4,0
695,276,1331,0.7799074,2,0
696,276,1344,0.7799074,3,0
697,276,1153,0.7799074,4,0
698,276,1339,0.78018516,4,0
699,276,1514,0.78018516,2,0
700,532,1312,0.780463,3,0
701,276,1723,0.78047454,3,0
702,276,1726,0.78047454,1,0
703,276,1006,0.78076386,3,0
704,276,1327,0.78100693,3,0
705,821,1237,0.7810648,4,0
706,276,1394,0.78131944,3,0
707,532,1082,0.78150463,5,0
708,276,1023,0.7815625,3,0
709,276,984,0.78202546,3,0
710,276,1671,0.78202546,2,0
711,821,1043,0.7821181,2,0
712,821,2027,0.7821181,5,0
713,276,1352,0.7824074,3,0
714,276,1350,0.7824074,2,0
715,276,1518,0.7824074,2,0
716,276,998,0.78305554,4,0
717,276,967,0.78305554,4,0
718,276,1117,0.78305554,5,0
719,276,1032,0.78305554,5,0
720,821,1218,0.7830903,5,0
721,821,957,0.7830903,4,0
722,276,1119,0.7834607,5,0
723,276,1087,0.7834607,5,0
724,276,1025,0.78347224,4,0
725,276,1184,0.78347224,4,0
726,276,1126,0.78347224,5,0
727,821,1419,0.7834838,4,0
728,276,1115,0.7838542,5,0
729,276,1039,0.7838542,5,0
730,276,1176,0.78386575,3,0
731,276,1071,0.78386575,4,0
732,276,1022,0.78386575,4,0
733,276,945,0.78386575,4,0
734,276,1627,0.78386575,4,0
735,821,1060,0.7839352,3,0
736,276,1208,0.7844097,4,0
737,276,1172,0.7844097,3,0
738,276,1579,0.7844097,4,0
739,276,1011,0.7844097,4,0
740,276,1104,0.7844097,3,0
741,276,1138,0.7844097,5,0
742,821,1706,0.7845023,3,0
743,821,1180,0.7845023,5,0
744,276,1483,0.7848264,1,0
745,276,1608,0.78483796,3,0
746,276,1484,0.78483796,3,0
747,276,1622,0.78483796,3,0
748,276,1169,0.78483796,4,0
749,276,1392,0.78483796,2,0
750,821,1227,0.7848495,3,0
751,821,1124,0.7848495,4,0
752,276,1127,0.78515047,4,0
753,276,1328,0.78515047,4,0
754,276,1131,0.78515047,4,0
755,276,1519,0.78515047,3,0
756,276,1629,0.78515047,3,0
757,821,1936,0.78541666,4,0
758,821,1069,0.78541666,5,0
759,276,1493,0.785463,4,0
760,276,1005,0.785463,2,0
761,276,981,0.785463,3,0
762,821,1788,0.78565973,5,0
763,276,1340,0.7857755,1,0
764,276,1509,0.7857755,4,0
765,276,1342,0.7861574,2,0
766,276,1745,0.7861574,3,0
767,276,2359,0.7861574,3,0
768,276,1393,0.7861574,1,0
769,276,1774,0.7861574,3,0
770,276,1686,0.7861574,1,0
771,821,1091,0.7863426,3,0
772,276,1107,0.78649306,4,0
773,276,1128,0.78649306,4,0
774,276,1161,0.78649306,4,0
775,276,1502,0.78649306,4,0
776,276,1143,0.78649306,5,0
777,276,1390,0.78649306,4,0
778,276,1041,0.78649306,5,0
779,276,1386,0.7868287,4,0
780,276,1088,0.7868287,3,0
781,276,948,0.7868287,3,0
782,276,1162,0.7868287,4,0
783,276,1391,0.7868287,4,0
784,276,1615,0.7868287,3,0
785,276,1160,0.7868287,4,0
786,821,1402,0.78689814,5,0
787,276,1379,0.78704864,4,0
788,276,1322,0.78744215,3,0
789,276,1743,0.78744215,3,0
790,276,1504,0.78744215,2,0
791,821,1064,0.78752315,3,0
792,821,1414,0.78752315,4,0
793,276,1612,0.7876968,1,0
794,276,1494,0.7876968,3,0
795,821,1217,0.7878241,5,0
796,276,1759,0.78799766,2,0
797,276,1716,0.7880093,3,0
798,276,1510,0.7880093,3,0
799,821,944,0.78822917,5,0
800,821,1416,0.78822917,3,0
801,821,958,0.7884838,5,0
802,276,1912,0.7885301,4,0
803,276,1375,0.7885301,5,0
804,276,1406,0.7885301,4,0
805,276,1038,0.7885301,5,0
806,821,1068,0.7887731,4,0
807,276,1361,0.7888889,4,0
808,276,1084,0.7888889,4,0
809,276,1698,0.7888889,3,0
810,276,1086,0.7888889,5,0
811,276,1014,0.7888889,4,0
812,276,1347,0.7888889,4,0
813,821,2140,0.7891088,5,0
814,821,1094,0.7891088,4,0
815,276,1042,0.78931713,4,0
816,276,1570,0.78931713,3,0
817,276,1360,0.78931713,4,0
818,276,1362,0.78931713,5,0
819,276,1531,0.78931713,4,0
820,276,1363,0.78975695,4,0
821,276,1085,0.78975695,3,0
822,276,1567,0.7900347,2,0
823,276,1894,0.7900347,3,0
824,276,1786,0.7902662,4,0
825,821,1540,0.79064816,3,0
826,821,1348,0.79064816,4,0
